u,v,key,osmid,highway,ref,oneway,reversed,length,geometry,name,lanes,maxspeed,junction
11185119614,521806380,0,1207089466,residential,,False,True,61.00070023084345,"LINESTRING (51.1329541 43.6704695, 51.1329111 43.6704248, 51.1326429 43.6703375, 51.1322773 43.6702413)",,,,
11185194483,9886502650,0,1207099297,residential,,False,False,15.652012809510223,"LINESTRING (51.1410463 43.6827976, 51.140883 43.682721)",,,,
11185194483,7343553279,0,1078389246,residential,,False,False,298.4661970082803,"LINESTRING (51.1410463 43.6827976, 51.1404423 43.6836393, 51.1404798 43.6838076, 51.1406393 43.683998, 51.1407455 43.6840833, 51.1411079 43.6842581, 51.1416439 43.6844204, 51.1422308 43.6846708)",20 микрорайон,,,
11185194483,7343553279,1,"[1207099296, 1207099297, 1207099294, 1207099295]",residential,,False,"[False, True]",238.32806928865358,"LINESTRING (51.1410463 43.6827976, 51.1414373 43.6829688, 51.141583 43.683114, 51.1419798 43.6839529, 51.1420392 43.6840195, 51.1420788 43.684085, 51.1422308 43.6846708)",,,,
11185194483,13366807534,0,1078389246,residential,,False,True,132.51885727959413,"LINESTRING (51.1410463 43.6827976, 51.1416197 43.6818369, 51.1417193 43.6817106)",20 микрорайон,,,
11185342158,5454655287,0,566405157,residential,,False,False,105.86914255493595,"LINESTRING (51.1681853 43.6578293, 51.1671213 43.657269)",,,,
11185342158,13645837053,0,566405157,residential,,False,True,7.334469170654731,"LINESTRING (51.1681853 43.6578293, 51.1682556 43.6578713)",,,,
11185342158,9886369522,0,1207114766,residential,,False,True,446.73707956172035,"LINESTRING (51.1681853 43.6578293, 51.1685389 43.6574422, 51.1685403 43.6574044, 51.1685148 43.6573626, 51.1684075 43.6572918, 51.1683874 43.6572734, 51.168378 43.657254, 51.1683995 43.6572229, 51.1686584 43.6569699, 51.1686596 43.6569687, 51.1689761 43.656633, 51.1695662 43.656012, 51.1698586 43.6557306, 51.1704594 43.655129, 51.1704755 43.6550825, 51.1704621 43.6550437, 51.1703253 43.6549505, 51.169789 43.6546482)",24 микрорайон,,,
11221905765,11221905767,0,1211184263,residential,,False,True,559.230547899743,"LINESTRING (51.1865043 43.6455825, 51.1845624 43.6434125, 51.1826819 43.6413824)",21 микрорайон,,,
11221905767,521806626,0,579263332,secondary,,False,False,195.6152195565371,"LINESTRING (51.1826819 43.6413824, 51.1835244 43.6412677, 51.1836844 43.6412466, 51.1850725 43.6410633)",,4,,
11221905767,521806629,0,579263332,secondary,,False,True,592.4343025916615,"LINESTRING (51.1826819 43.6413824, 51.1823267 43.6414308, 51.1804153 43.6416875, 51.1798228 43.6417659, 51.1795433 43.6418009, 51.1788864 43.6418946, 51.1787524 43.641913, 51.1775538 43.6420778, 51.1756505 43.6423394, 51.1754489 43.6423752)",,4,,
11221905767,11221905765,0,1211184263,residential,,False,False,559.230547899743,"LINESTRING (51.1826819 43.6413824, 51.1845624 43.6434125, 51.1865043 43.6455825)",21 микрорайон,,,
11265654199,11084919980,0,1194183376,residential,,False,False,9.473246070457693,"LINESTRING (51.1882198 43.6907653, 51.1882891 43.6906964)",,,,
11265654199,521806870,0,"[1483888466, 1483888467]",secondary,,True,False,271.12600765504067,"LINESTRING (51.1882198 43.6907653, 51.1878661 43.6905807, 51.1873388 43.6902947, 51.1868242 43.6900127, 51.1863389 43.6897241, 51.1860172 43.6894981, 51.1857889 43.6893198, 51.1857092 43.6892576, 51.1856407 43.6892041)",,,,
11265681826,10672306638,0,1146879737,residential,,False,False,7.318920574806755,"LINESTRING (51.1817402 43.6825129, 51.1816534 43.6825327)",,,,
11265681826,5500402578,0,"[1483888475, 1483888476]",secondary,,True,False,173.69521616666376,"LINESTRING (51.1817402 43.6825129, 51.1820915 43.6831898, 51.1823475 43.6836831, 51.182447 43.6838785, 51.1824562 43.6838998, 51.1824967 43.683976)",,,,
11268569267,5501943505,0,572710641,tertiary,,True,False,34.0460050411384,"LINESTRING (51.1924325 43.678481, 51.1920133 43.6785238)",,,,
11268569267,3333846386,0,1216183110,residential,,False,True,10.473750273875895,"LINESTRING (51.1924325 43.678481, 51.1924052 43.6783889)",,,,
11350250693,9886325464,0,1104435868,residential,,False,False,128.90433097378406,"LINESTRING (51.1754233 43.693908, 51.1751021 43.6943825, 51.1747255 43.6949517)",,,,
11350250693,5027483890,0,"[552579217, 1104435868]",residential,,False,True,231.12098793251934,"LINESTRING (51.1754233 43.693908, 51.175476 43.6938649, 51.1756541 43.6935869, 51.1758752 43.6933063, 51.175977 43.6931547, 51.1767984 43.6922345, 51.1768943 43.692127)",,,,
11350250693,11350250700,0,1383298298,residential,,False,True,194.14531587924014,"LINESTRING (51.1754233 43.693908, 51.175282 43.6938626, 51.1747348 43.6937016, 51.17437 43.693593, 51.1738121 43.6933564, 51.1732448 43.6931615)",35 микрорайон,,,
11350250700,11106919669,0,1295695168,residential,,False,False,150.91182603849424,"LINESTRING (51.1732448 43.6931615, 51.1728791 43.6938121, 51.1728359 43.6941262, 51.1727943 43.6941888, 51.1727564 43.6942309, 51.1727095 43.694294, 51.172692 43.6943177, 51.1726808 43.6943537, 51.1726882 43.6943858, 51.1727466 43.6944155)",35 микрорайон,,,
11350250700,2351156943,0,1295695168,residential,,False,True,265.79782991197635,"LINESTRING (51.1732448 43.6931615, 51.1732876 43.6930821, 51.1734125 43.69292, 51.1740053 43.6920182, 51.174639 43.6911468, 51.1747269 43.6910259)",35 микрорайон,,,
11350250700,11350250693,0,1383298298,residential,,False,False,194.14531587924014,"LINESTRING (51.1732448 43.6931615, 51.1738121 43.6933564, 51.17437 43.693593, 51.1747348 43.6937016, 51.175282 43.6938626, 51.1754233 43.693908)",35 микрорайон,,,
11395330936,3333846386,0,572710652,tertiary,,True,False,33.82994119559789,"LINESTRING (51.19199 43.6784378, 51.1924052 43.6783889)",,,,
11395330936,5501943505,0,1228771797,residential,,False,True,9.744624948314675,"LINESTRING (51.19199 43.6784378, 51.1920133 43.6785238)",,,,
11419396757,6101082611,0,827087084,residential,,True,False,21.418357804845407,"LINESTRING (51.1492343 43.6732377, 51.1492797 43.6734275)",,,,
11419396757,11419396758,0,1231284789,residential,,False,True,15.65445508403126,"LINESTRING (51.1492343 43.6732377, 51.1490428 43.6732629)",,,,
11419396758,6101082610,0,544769203,secondary,,True,False,54.16595238305786,"LINESTRING (51.1490428 43.6732629, 51.1491615 43.6737424)",,,,
11419396758,11419396757,0,1231284789,residential,,False,False,15.65445508403126,"LINESTRING (51.1490428 43.6732629, 51.1492343 43.6732377)",,,,
11419396759,11419396758,0,544769203,secondary,,True,False,267.44426797232694,"LINESTRING (51.1484565 43.6708954, 51.1490428 43.6732629)",,,,
11419396759,11419396760,0,1231284790,secondary_link,,False,True,14.511511611663934,"LINESTRING (51.1484565 43.6708954, 51.1482781 43.6709149)",,,,
11419396760,13532408510,0,561750714,secondary,,True,False,330.44107596249154,"LINESTRING (51.1482781 43.6709149, 51.1475563 43.6679894)",,,,
11419396760,11419396759,0,1231284790,secondary_link,,False,False,14.511511611663934,"LINESTRING (51.1482781 43.6709149, 51.1484565 43.6708954)",,,,
11428186045,1978369484,0,187081172,residential,,False,False,9.232328262819074,"LINESTRING (51.1759366 43.6769212, 51.175894 43.6768441)",,,,
11428186045,5501924786,0,"[572709145, 572709147, 572709143]",secondary,,True,False,153.29082158500404,"LINESTRING (51.1759366 43.6769212, 51.1757118 43.6769814, 51.1754679 43.6770417, 51.1748856 43.6771972, 51.174155 43.6773926, 51.1741464 43.6773944)",,,,
11703603832,5501924765,0,1258981450,secondary_link,,False,False,8.498324598826768,"LINESTRING (51.1848602 43.6744436, 51.1849065 43.6745123)",,,,
11703603832,2351157178,0,187088818,secondary,,True,False,172.25967112864566,"LINESTRING (51.1848602 43.6744436, 51.186002 43.6741573, 51.1868739 43.6739163)",,,,
12083309584,12083309585,0,1304656869,residential,,False,True,56.69731379610694,"LINESTRING (51.1848924 43.6297698, 51.184192 43.6298244)",,,,
12083309585,12083309584,0,1304656869,residential,,False,False,56.69731379610694,"LINESTRING (51.184192 43.6298244, 51.1848924 43.6297698)",,,,
12083309585,12083309587,0,1304656871,residential,,False,False,47.28648475570263,"LINESTRING (51.184192 43.6298244, 51.1841843 43.6296999, 51.1841245 43.6294024)",,,,
12083309585,5649000357,0,1304656871,residential,,False,True,34.23832546704005,"LINESTRING (51.184192 43.6298244, 51.184203 43.6300027, 51.1841486 43.630126)",,,,
12083309586,12083309587,0,1304656870,residential,,False,True,55.2657762477696,"LINESTRING (51.1848065 43.6293446, 51.1841245 43.6294024)",,,,
12083309587,12083309586,0,1304656870,residential,,False,False,55.2657762477696,"LINESTRING (51.1841245 43.6294024, 51.1848065 43.6293446)",,,,
12083309587,12083309588,0,1304656871,residential,,False,False,98.19536831843472,"LINESTRING (51.1841245 43.6294024, 51.1840475 43.6290184, 51.1840931 43.6289544, 51.1846751 43.6289155)",,,,
12083309587,12083309585,0,1304656871,residential,,False,True,47.28648475570263,"LINESTRING (51.1841245 43.6294024, 51.1841843 43.6296999, 51.184192 43.6298244)",,,,
12083309588,12083309587,0,1304656871,residential,,False,True,98.19536831843472,"LINESTRING (51.1846751 43.6289155, 51.1840931 43.6289544, 51.1840475 43.6290184, 51.1841245 43.6294024)",,,,
12095458397,9885010448,0,1305976386,residential,,False,False,4.633012827971094,"LINESTRING (51.1576357 43.6778715, 51.157669 43.6778375)",,,,
12186386018,12186386019,0,1316709005,residential,,False,True,156.92146446937156,"LINESTRING (51.1562222 43.6912696, 51.1567157 43.6904744, 51.156893 43.6902007, 51.1570322 43.6899857)",,,,
12186386019,11030954268,0,1187950484,residential,,False,True,167.1187419196815,"LINESTRING (51.1570322 43.6899857, 51.1589093 43.6906311)",,,,
12186386019,9826767376,0,1187950484,residential,,False,False,473.4231424409459,"LINESTRING (51.1570322 43.6899857, 51.1558335 43.6895654, 51.1546162 43.6891386, 51.1538241 43.6888608, 51.1519494 43.6882035, 51.1517342 43.6881281)",,,,
12186386019,12186386018,0,1316709005,residential,,False,False,156.92146446937156,"LINESTRING (51.1570322 43.6899857, 51.156893 43.6902007, 51.1567157 43.6904744, 51.1562222 43.6912696)",,,,
12200782232,1972769531,0,157503031,residential,,False,False,11.390518765200268,"LINESTRING (51.1438579 43.6600117, 51.1437355 43.6599602)",,,,
12200782232,4901248963,0,498774036,secondary,,True,False,433.2808127188234,"LINESTRING (51.1438579 43.6600117, 51.1434157 43.6605999, 51.1429521 43.6610815, 51.1425194 43.6614401, 51.1414992 43.6621283, 51.1412567 43.6622839, 51.1403057 43.6628955)",,,,
12200826288,1972769602,0,42036537,secondary,,True,False,69.70558560958081,"LINESTRING (51.1395603 43.663215, 51.1401844 43.6627801)",,6,,
12200826288,6101082607,0,1318293979,secondary_link,,True,False,96.99504387149793,"LINESTRING (51.1395603 43.663215, 51.1397266 43.6630248, 51.1398554 43.6628754, 51.1401129 43.6625359, 51.1401718 43.6624636)",,,,
12203619058,11072372411,0,1318604724,residential,,False,False,110.51218415099775,"LINESTRING (51.152933 43.6777184, 51.1515943 43.6779428)",,,,
12203619058,11072392916,0,1078193959,residential,,False,False,186.03055458927062,"LINESTRING (51.152933 43.6777184, 51.1529046 43.6776328, 51.1528114 43.6773349, 51.152639 43.676784, 51.1525968 43.676624, 51.1525338 43.6764093, 51.1524339 43.6760849)",,,,
12203619058,9885035697,0,1078193959,residential,,False,True,97.98192676852811,"LINESTRING (51.152933 43.6777184, 51.1531611 43.6784074, 51.1532214 43.6785745)",,,,
12203619058,9885020428,0,1318604724,residential,,False,True,142.9870104450952,"LINESTRING (51.152933 43.6777184, 51.1539921 43.6775473, 51.1546707 43.6774464)",,,,
12243059360,2351157191,0,226259022,residential,,False,True,6.999312413077483,"LINESTRING (51.1864846 43.6790464, 51.1864566 43.6789868)",,,,
12243059360,5501943509,0,572710647,tertiary,,True,False,239.16954019185354,"LINESTRING (51.1864846 43.6790464, 51.1835335 43.6793132)",,,,
12598834818,5501871896,0,181237987,secondary,,True,False,35.80203495273135,"LINESTRING (51.1625721 43.6760847, 51.1622101 43.6758973)",,,,
12598834818,12598834819,0,1360946311,secondary_link,,True,False,46.37268510687671,"LINESTRING (51.1625721 43.6760847, 51.1623316 43.6760344, 51.1622761 43.6760312, 51.1622237 43.6760291, 51.1621238 43.6760412, 51.1620114 43.6760642)",,,,
12598834819,5501871914,0,"[572705193, 572705178, 572705175]",secondary,,True,False,356.04100390562166,"LINESTRING (51.1620114 43.6760642, 51.1619905 43.6760818, 51.1614786 43.6765119, 51.1608208 43.6770646, 51.160295 43.6775063, 51.1595261 43.6782019, 51.1591719 43.6785202)",,,,
12598834824,521806764,0,181237990,secondary,,True,False,48.86700458412855,"LINESTRING (51.1617589 43.6754336, 51.1621858 43.675679, 51.1622361 43.6757056)",,,,
12598834824,12598834825,0,1360946312,secondary_link,,True,False,66.0762566021731,"LINESTRING (51.1617589 43.6754336, 51.1619528 43.6754805, 51.1620976 43.6755058, 51.1622398 43.6755145, 51.1623806 43.6755009, 51.1625463 43.675444)",,,,
12598834825,1978369352,0,187081186,secondary,,True,False,216.9407489375617,"LINESTRING (51.1625463 43.675444, 51.1635032 43.6746358, 51.1641619 43.6740563, 51.1642832 43.6739514)",,,,
12598940243,9886502639,0,499463317,secondary,,True,False,47.35720304923091,"LINESTRING (51.142504 43.6807841, 51.1423725 43.6808896, 51.1421996 43.6809567, 51.1420055 43.6809778)",,,,roundabout
12598940287,12598940288,0,1360963138,residential,,True,False,65.70020442966138,"LINESTRING (51.1415532 43.6814988, 51.1417322 43.6809223)",,,,
12598940287,13366807537,0,1457464069,residential,,False,True,7.388975399876373,"LINESTRING (51.1415532 43.6814988, 51.14164 43.6815206)",,,,
12598940288,4907349053,0,499463317,secondary,,True,False,7.280577421309147,"LINESTRING (51.1417322 43.6809223, 51.1416576 43.6808852)",,,,roundabout
12598940296,13366807534,0,1078389246,residential,,False,False,14.989145825130928,"LINESTRING (51.141549 43.6816558, 51.1417193 43.6817106)",20 микрорайон,,,
12598940296,12598940287,0,1360963138,residential,,True,False,17.460894908804196,"LINESTRING (51.141549 43.6816558, 51.1415532 43.6814988)",,,,
12598940297,12598940299,0,551006952,secondary,,True,False,12.784217370354646,"LINESTRING (51.139167 43.6806769, 51.1393258 43.6806715)",,,,
12598940297,13830827743,0,1083680900,residential,,True,False,348.4958694538989,"LINESTRING (51.139167 43.6806769, 51.1391422 43.6805331, 51.1391241 43.6804155, 51.1389515 43.6795291, 51.1387894 43.6786824, 51.1387074 43.6782391, 51.1385921 43.6775706)",,,,
12598940298,12598940300,0,499463319,secondary,,True,False,11.73019921044916,"LINESTRING (51.1393363 43.6807793, 51.1391907 43.6807857)",,,,
12598940299,12598940298,0,1083680899,residential,,True,False,12.016532589576759,"LINESTRING (51.1393258 43.6806715, 51.1393363 43.6807793)",18А микрорайон,,,
12598940299,4907349054,0,551006952,secondary,,True,False,195.10480487824358,"LINESTRING (51.1393258 43.6806715, 51.1405044 43.6805894, 51.1410228 43.6805575, 51.1412844 43.6804851, 51.1416124 43.6802711)",,,,
12598940300,12598940297,0,1083680900,residential,,True,False,12.247225441878866,"LINESTRING (51.1391907 43.6807857, 51.139167 43.6806769)",,,,
12598940300,6100689289,0,499463319,secondary,,True,False,242.63828460691,"LINESTRING (51.1391907 43.6807857, 51.1381178 43.6808434, 51.1364624 43.6809325, 51.1363363 43.6809441, 51.1362559 43.6809412, 51.1361861 43.6809238)",,,,
12684803234,1978369564,0,187081187,secondary,,True,False,24.06898534187936,"LINESTRING (51.1563365 43.6809116, 51.1564809 43.680722)",,,,
12684943935,1978435559,0,187088799,residential,,False,True,57.799330357680574,"LINESTRING (51.1930806 43.6877941, 51.1930791 43.6883139)",,,,
12684943935,5055208630,0,"[518175605, 187088799]",residential,,False,False,281.6184590189143,"LINESTRING (51.1930806 43.6877941, 51.1930871 43.6854998, 51.1931194 43.6852626)",,,,
12684943935,5083515479,0,521781774,residential,,False,False,298.9495479267577,"LINESTRING (51.1930806 43.6877941, 51.1932971 43.6877523, 51.1933802 43.6877213, 51.1934352 43.6876777, 51.1942533 43.686801, 51.1942813 43.6867229, 51.1942944 43.6854614)",,,,
12686950944,1972769739,0,572710652,tertiary,,True,False,17.038988670654557,"LINESTRING (51.1938945 43.6782574, 51.1941046 43.6782376)",,,,
12686950944,12686950949,0,1369941400,primary_link,,True,False,22.62820689267428,"LINESTRING (51.1938945 43.6782574, 51.1939596 43.6782323, 51.1940105 43.678209, 51.19404 43.6781877, 51.1940628 43.6781547, 51.1940726 43.6781158)",,,,
12686950949,5083515486,0,23371431,primary,KR-1,False,False,5.127240174029734,"LINESTRING (51.1940726 43.6781158, 51.1940607 43.6780705)",,,,
12686950949,1972769739,0,23371431,primary,KR-1,False,True,13.785883551006146,"LINESTRING (51.1940726 43.6781158, 51.1941046 43.6782376)",,,,
12686950950,5501943504,0,572710639,tertiary,,True,False,64.29765256436843,"LINESTRING (51.1939567 43.6783385, 51.1931629 43.6784076)",,,,
12686950954,1976930676,0,23371431,primary,KR-1,False,False,11.572606062765502,"LINESTRING (51.1941503 43.6784305, 51.1941224 43.6783284)",,,,
12686950954,4854877878,0,23371431,primary,KR-1,False,True,597.375018585626,"LINESTRING (51.1941503 43.6784305, 51.1944598 43.6795077, 51.1946521 43.6802681, 51.1947644 43.6806835, 51.1948413 43.6809682, 51.1948907 43.6811464, 51.1949885 43.6814991, 51.1952878 43.6825782, 51.1956019 43.6836991)",,,,
12686950954,12686950950,0,1369941401,primary_link,,True,False,19.008453615547918,"LINESTRING (51.1941503 43.6784305, 51.1941071 43.6783952, 51.1940722 43.6783739, 51.1940239 43.6783574, 51.1939567 43.6783385)",,,,
12686967537,5500402575,0,"[1482288554, 572692494]",secondary,,True,False,199.98032577033888,"LINESTRING (51.1793571 43.6779088, 51.1798675 43.678895, 51.1799655 43.6790843, 51.180238 43.679506, 51.1802836 43.6795765)",,,,
12686967537,3745974603,0,"[1525824424, 1369944153]",residential,,False,False,162.21016708307585,"LINESTRING (51.1793571 43.6779088, 51.1794844 43.6778763, 51.1795269 43.6778654, 51.1795765 43.6778397, 51.1796011 43.6778039, 51.1795946 43.6777675, 51.1794606 43.6775194, 51.1794579 43.6774788, 51.1794715 43.6774334, 51.1794948 43.6773938, 51.1795276 43.6773681, 51.1804598 43.6771124, 51.1805312 43.6770929)",,,,
12886425762,13850280298,0,498778227,secondary,,True,False,36.24868275324125,"LINESTRING (51.1448485 43.6803974, 51.1444003 43.6804321)",,,,
12886425762,4901334833,0,1392088467,residential,,False,False,6.323600724813096,"LINESTRING (51.1448485 43.6803974, 51.1448596 43.6803411)",,,,
12976786733,9826767380,0,"[1412140626, 1187950483]",residential,,False,False,311.7925780834026,"LINESTRING (51.1634618 43.6923871, 51.1627827 43.6921607, 51.1619758 43.6919105, 51.1614619 43.6917418, 51.1609293 43.691567, 51.1606384 43.6914603, 51.1599442 43.6912084)",,,,
13153917849,9885041058,0,181238031,residential,,False,False,145.72455501116397,"LINESTRING (51.1539252 43.6749574, 51.1521473 43.6752103)",,,,
13153917849,7721793124,0,181238031,residential,,False,True,155.3560211932603,"LINESTRING (51.1539252 43.6749574, 51.1549806 43.6748073, 51.1552322 43.6747414, 51.1554501 43.6746129, 51.1555418 43.6745572, 51.1556591 43.6744513)",,,,
13153917849,9885020428,0,1078193308,residential,,False,True,283.26123245467085,"LINESTRING (51.1539252 43.6749574, 51.1539836 43.6751716, 51.1540975 43.6754637, 51.1541732 43.6757333, 51.1544163 43.676583, 51.1545221 43.6769524, 51.1545391 43.6770124, 51.1546707 43.6774464)",,,,
13272873587,13272873588,0,1446585555,secondary_link,,False,True,15.88092333729325,"LINESTRING (51.1536407 43.674772, 51.1535883 43.6746343)",,,,
13272873587,7721793120,0,827087086,secondary,,True,False,248.3701606980572,"LINESTRING (51.1536407 43.674772, 51.1519682 43.6750111, 51.1506097 43.6752001)",,,,
13272873588,13272873587,0,1446585555,secondary_link,,False,False,15.88092333729325,"LINESTRING (51.1535883 43.6746343, 51.1536407 43.674772)",,,,
13272873588,1916798255,0,"[1383051272, 181238022]",secondary,,True,False,360.8403373153343,"LINESTRING (51.1535883 43.6746343, 51.1553639 43.6743515, 51.1560169 43.6742586, 51.1562937 43.674213, 51.1565906 43.6741574, 51.1568634 43.6741092, 51.157187 43.6740231, 51.1573656 43.6739223, 51.1575601 43.673781, 51.157704 43.6736034)",,,,
13362037602,13362037602,0,1456955093,residential,,False,False,203.7859846197064,"LINESTRING (51.1481388 43.6807727, 51.1484438 43.6807618, 51.1485068 43.6808074, 51.1483499 43.681174, 51.1482232 43.6814863, 51.148183 43.6814989, 51.148018 43.6814407, 51.1480764 43.6811391, 51.1481388 43.6807727)",,,,
13362037602,13362037602,1,1456955093,residential,,False,True,203.78598461970643,"LINESTRING (51.1481388 43.6807727, 51.1480764 43.6811391, 51.148018 43.6814407, 51.148183 43.6814989, 51.1482232 43.6814863, 51.1483499 43.681174, 51.1485068 43.6808074, 51.1484438 43.6807618, 51.1481388 43.6807727)",,,,
13362037602,13362037621,0,1457188197,residential,,False,True,31.1994036915792,"LINESTRING (51.1481388 43.6807727, 51.1479637 43.6807725, 51.1478403 43.6807652, 51.1477612 43.6807356)",,,,
13362037603,13362037606,0,1456955092,residential,,False,False,34.76120107564526,"LINESTRING (51.1472707 43.6811824, 51.1473103 43.6808711)",,,,
13362037603,13364052627,0,1456955092,residential,,False,True,22.997835288876512,"LINESTRING (51.1472707 43.6811824, 51.1472328 43.6813874)",,,,
13362037603,13362037604,0,1456955088,residential,,False,True,107.96247540132708,"LINESTRING (51.1472707 43.6811824, 51.1465582 43.6810537, 51.1459741 43.6809312)",,,,
13362037604,13362037608,0,1456955091,residential,,False,False,9.175837370244698,"LINESTRING (51.1459741 43.6809312, 51.1459856 43.6808491)",,,,
13362037604,13362037603,0,1456955088,residential,,False,False,107.96247540132708,"LINESTRING (51.1459741 43.6809312, 51.1465582 43.6810537, 51.1472707 43.6811824)",,,,
13362037604,13362037621,0,"[1456955091, 1457188196]",residential,,False,True,259.58363297150584,"LINESTRING (51.1459741 43.6809312, 51.145936 43.681205, 51.1459775 43.6812632, 51.1460271 43.6812826, 51.1472315 43.6814902, 51.1475406 43.6815404, 51.1475647 43.6815312, 51.1475775 43.6815096, 51.1477612 43.6807356)",,,,
13362037605,13362037623,0,1456955087,residential,,False,True,20.014819467594624,"LINESTRING (51.1477447 43.6805013, 51.147759 43.6803216)",,,,
13362037605,13362037612,0,1456955089,residential,,False,True,30.88001468352938,"LINESTRING (51.1477447 43.6805013, 51.1473621 43.680525)",,,,
13362037605,13362037621,0,1456955087,residential,,False,False,26.356056077353625,"LINESTRING (51.1477447 43.6805013, 51.1477371 43.6806794, 51.1477612 43.6807356)",,,,
13362037606,13362037612,0,1456955092,residential,,False,False,38.709401593930416,"LINESTRING (51.1473103 43.6808711, 51.1473621 43.680525)",,,,
13362037606,13362037603,0,1456955092,residential,,False,True,34.76120107564526,"LINESTRING (51.1473103 43.6808711, 51.1472707 43.6811824)",,,,
13362037606,13362037608,0,1456955090,residential,,False,False,106.55535051361906,"LINESTRING (51.1473103 43.6808711, 51.1467004 43.6808617, 51.1459856 43.6808491)",,,,
13362037607,12886425762,0,498778227,secondary,,True,False,92.06764251240637,"LINESTRING (51.1459921 43.6803583, 51.1458076 43.6803655, 51.1448485 43.6803974)",,,,
13362037607,13362037611,0,1456955091,residential,,False,True,24.487417920633625,"LINESTRING (51.1459921 43.6803583, 51.145995 43.6804834, 51.145996 43.6805785)",,,,
13362037608,13362037604,0,1456955091,residential,,False,True,9.175837370244698,"LINESTRING (51.1459856 43.6808491, 51.1459741 43.6809312)",,,,
13362037608,13362037606,0,1456955090,residential,,False,True,106.55535051361906,"LINESTRING (51.1459856 43.6808491, 51.1467004 43.6808617, 51.1473103 43.6808711)",,,,
13362037608,13362037611,0,1456955091,residential,,False,False,30.102508508243275,"LINESTRING (51.1459856 43.6808491, 51.1459896 43.6806968, 51.145996 43.6805785)",,,,
13362037611,13362037607,0,1456955091,residential,,False,False,24.487417920633625,"LINESTRING (51.145996 43.6805785, 51.145995 43.6804834, 51.1459921 43.6803583)",,,,
13362037611,13362037608,0,1456955091,residential,,False,True,30.102508508243275,"LINESTRING (51.145996 43.6805785, 51.1459896 43.6806968, 51.1459856 43.6808491)",,,,
13362037611,13362037612,0,1456955092,residential,,False,True,110.01836907991512,"LINESTRING (51.145996 43.6805785, 51.146577 43.6805572, 51.1473621 43.680525)",,,,
13362037612,13362037605,0,1456955089,residential,,False,False,30.88001468352938,"LINESTRING (51.1473621 43.680525, 51.1477447 43.6805013)",,,,
13362037612,13362037606,0,1456955092,residential,,False,True,38.709401593930416,"LINESTRING (51.1473621 43.680525, 51.1473103 43.6808711)",,,,
13362037612,13362037611,0,1456955092,residential,,False,False,110.01836907991512,"LINESTRING (51.1473621 43.680525, 51.146577 43.6805572, 51.145996 43.6805785)",,,,
13362037621,13362037605,0,1456955087,residential,,False,True,26.356056077353625,"LINESTRING (51.1477612 43.6807356, 51.1477371 43.6806794, 51.1477447 43.6805013)",,,,
13362037621,13362037604,0,"[1456955091, 1457188196]",residential,,False,False,259.5836329715058,"LINESTRING (51.1477612 43.6807356, 51.1475775 43.6815096, 51.1475647 43.6815312, 51.1475406 43.6815404, 51.1472315 43.6814902, 51.1460271 43.6812826, 51.1459775 43.6812632, 51.145936 43.681205, 51.1459741 43.6809312)",,,,
13362037621,13362037602,0,1457188197,residential,,False,False,31.199403691579196,"LINESTRING (51.1477612 43.6807356, 51.1478403 43.6807652, 51.1479637 43.6807725, 51.1481388 43.6807727)",,,,
13362037623,13362037607,0,498778227,secondary,,True,False,142.14694222562557,"LINESTRING (51.147759 43.6803216, 51.1459921 43.6803583)",,,,
13362037623,13362037605,0,1456955087,residential,,False,False,20.014819467594624,"LINESTRING (51.147759 43.6803216, 51.1477447 43.6805013)",,,,
13364052627,13362037603,0,1456955092,residential,,False,False,22.997835288876512,"LINESTRING (51.1472328 43.6813874, 51.1472707 43.6811824)",,,,
13366807534,12598940296,0,1078389246,residential,,False,True,14.989145825130928,"LINESTRING (51.1417193 43.6817106, 51.141549 43.6816558)",20 микрорайон,,,
13366807534,11185194483,0,1078389246,residential,,False,False,132.51885727959413,"LINESTRING (51.1417193 43.6817106, 51.1416197 43.6818369, 51.1410463 43.6827976)",20 микрорайон,,,
13366807534,9886502646,0,1457464070,residential,,False,True,158.14820295748817,"LINESTRING (51.1417193 43.6817106, 51.1422184 43.6818432, 51.1423364 43.6819033, 51.1424795 43.6828309)",,,,
13366807537,12598940296,0,1360963137,residential,,True,False,16.719993158683025,"LINESTRING (51.14164 43.6815206, 51.141549 43.6816558)",,,,
13366807537,12598940287,0,1457464069,residential,,False,False,7.388975399876373,"LINESTRING (51.14164 43.6815206, 51.1415532 43.6814988)",,,,
13366807537,13366807544,0,1457464069,residential,,False,True,239.26868156647905,"LINESTRING (51.14164 43.6815206, 51.1421674 43.6816415, 51.1424893 43.6816842, 51.1427092 43.681626, 51.1429506 43.6815484, 51.1438572 43.6824988)",,,,
13366807544,13366807537,0,1457464069,residential,,False,False,239.26868156647905,"LINESTRING (51.1438572 43.6824988, 51.1429506 43.6815484, 51.1427092 43.681626, 51.1424893 43.6816842, 51.1421674 43.6816415, 51.14164 43.6815206)",,,,
13366807544,9886502646,0,1457464070,residential,,False,False,121.02405036678239,"LINESTRING (51.1438572 43.6824988, 51.1433744 43.6826889, 51.142602 43.682879, 51.1424795 43.6828309)",,,,
